Lead_ID,Name,Company,Email,Phone,Lead_Source,Industry,Lead_Score,Lifecycle_Stage,Intent_Level,Contact_Owner,Last_Engagement_Date
516,Meghan Lopez,Cox Inc,sandyenglish@shannon.com,001-695-152-2345x08960,Website Form,SaaS,2,Lead,Low,Rep A,2025-06-08
517,Karen Jones,"Trevino, Freeman and Farley",amorton@hotmail.com,+1-060-605-0640,LinkedIn DMs,SaaS,60,SQL,Mid,Rep A,2025-05-07
518,Joshua Thompson,"Hill, Carey and Mcgee",billy90@yahoo.com,893.531.7324,Referral,SaaS,5,Lead,Low,Rep A,2025-05-15
519,Steven Howard,Roberts Ltd,wrightjorge@johns-colon.com,(689)265-8352,Facebook Ads,HRTech,44,MQL,Low,Rep B,2025-05-18
520,Daniel Mccarty,"Sampson, Ortiz and Mason",ajohnson@hotmail.com,568-470-9319x579,Email Campaign,FinTech,27,Lead,Low,Rep B,2025-06-06
521,Erin Garcia,"Sanchez, Burgess and Harrell",adampearson@hotmail.com,578-449-0230x7714,Website Form,SaaS,32,MQL,Low,Rep D,2025-06-05
522,Gary Mcdaniel,"Duarte, Arias and Hawkins",murillowilliam@ortiz-jensen.com,8189813780,Webinar,SaaS,21,Lead,Low,Rep C,2025-04-13
523,Dustin Smith,"Schneider, Ramirez and Cobb",meredith32@yahoo.com,(721)195-1109x4526,Referral,SaaS,8,Lead,Low,Rep A,2025-05-07
524,Kelly Boyle,Russell LLC,linda20@smith.net,001-876-414-3772x2285,Referral,EdTech,72,SQL,High,Rep C,2025-05-04
525,Jessica Riley,"Cohen, Miller and Campos",justin81@williams.info,(199)037-7731x10253,LinkedIn DMs,E-commerce,50,MQL,Mid,Rep A,2025-06-17
526,Matthew Hodge,"Robinson, Rivera and Stephens",elizabeth49@williams-smith.com,(723)979-8811x88210,Referral,Healthcare,67,SQL,Mid,Rep A,2025-05-15
527,Raymond Maldonado,Wade-Wang,amanda70@yahoo.com,(537)769-6732,Facebook Ads,SaaS,44,MQL,Mid,Rep B,2025-06-23
528,Devin Long,Lam Group,amyharrison@combs-clark.com,(712)166-2966x827,LinkedIn DMs,FinTech,58,MQL,Low,Rep C,2025-04-25
529,Joseph Booth,"Morton, Jackson and Weaver",phillip06@hotmail.com,958.993.2191x33044,LinkedIn DMs,Healthcare,3,Lead,Low,Rep D,2025-04-15
530,Larry Forbes,Rosario-Patel,wking@hotmail.com,4462404416,Website Form,FinTech,86,Customer,High,Rep A,2025-04-23
531,Nathaniel Moran,Tate-Roberts,dbrown@robinson.com,742-120-6605x808,Webinar,Healthcare,70,SQL,Mid,Rep B,2025-06-16
532,Kevin Smith,Ramsey Ltd,gwilliams@smith.com,530.877.2269x6673,Website Form,EdTech,2,Lead,Low,Rep C,2025-04-30
533,Stacy Boyd,Beltran-Davis,williamsnathan@hotmail.com,491-465-1679x21271,Referral,EdTech,87,Customer,High,Rep C,2025-06-11
534,Sarah Thomas,Webb PLC,lbrown@yahoo.com,372.016.4854x71332,LinkedIn DMs,E-commerce,44,MQL,Mid,Rep C,2025-06-06
535,Brandon Richards,Clark-Spencer,andrewjohnson@donaldson.com,(691)539-3058x187,Referral,EdTech,2,Lead,Low,Rep A,2025-06-09
536,Thomas Smith,Gray-Johnson,grahamglenda@brown.com,(189)329-8653x6614,LinkedIn DMs,FinTech,81,Customer,High,Rep B,2025-05-07
537,Billy Jones,Hansen-Golden,tturner@cruz.com,142-618-9124x15212,Referral,SaaS,35,MQL,Low,Rep D,2025-04-10
538,Rachel Weber,Payne and Sons,vegabenjamin@santos.org,957.377.5641x089,Email Campaign,EdTech,98,Customer,High,Rep C,2025-06-25
539,Chad Mendoza,Lynch-Nelson,tylerbaker@benson-lee.com,9845522554,Referral,SaaS,87,Customer,High,Rep D,2025-06-26
540,Dawn Martinez,"Peterson, Delacruz and Jones",karendoyle@bell.net,001-613-333-0561x31113,Facebook Ads,E-commerce,30,MQL,Mid,Rep A,2025-05-20
541,Daniel Galloway,Harrison-Watts,juliamartinez@figueroa.com,001-211-118-9098x3087,Website Form,FinTech,8,Lead,Low,Rep A,2025-05-29
542,Stacey Clark,"Delgado, Brown and Black",bshort@smith.com,+1-968-181-4335,Email Campaign,SaaS,22,Lead,Low,Rep A,2025-07-01
543,Rhonda Knox MD,"Wright, Bender and Wagner",tiffany87@hopkins-wilkins.biz,076.879.0244x64423,LinkedIn DMs,SaaS,44,MQL,Mid,Rep B,2025-06-05
544,Kenneth Bowen,"Griffith, Nelson and Nelson",jjohnson@williams.com,(489)801-4768,Webinar,E-commerce,58,MQL,Low,Rep D,2025-05-28
545,Sarah Clark,Lee-Nunez,paula65@brooks.com,034-845-4536x793,Website Form,SaaS,36,MQL,Low,Rep B,2025-06-05
546,Susan Lee,Cooper-Wallace,dorseymichael@gray.com,665-849-0895x7107,Email Campaign,SaaS,69,SQL,Mid,Rep B,2025-04-07
547,Brendan Melton,Jackson and Sons,wsmith@hotmail.com,522-950-9443x60488,Webinar,E-commerce,77,SQL,Mid,Rep D,2025-06-20
548,Ms. Michele Shelton,"Farmer, Patel and Simpson",cadkins@yahoo.com,263.690.0897x30365,Facebook Ads,E-commerce,93,Customer,High,Rep C,2025-06-01
549,Pamela Marshall,Coleman-Pacheco,jamesfitzpatrick@hotmail.com,001-705-550-1333x431,Website Form,FinTech,31,MQL,Low,Rep A,2025-06-16
550,Cesar Sutton,"Roberts, David and Dominguez",jimmy40@myers.com,585-263-2310,Referral,Healthcare,47,MQL,Mid,Rep C,2025-05-16
551,Rachel Charles,"Rangel, Harrison and Robertson",cthomas@yahoo.com,201-186-6827x2634,Email Campaign,HRTech,55,MQL,Mid,Rep B,2025-04-07
552,Jordan Davis,"Gonzales, Moran and Sharp",underwoodhaley@ford.com,001-131-948-2882x7634,Facebook Ads,FinTech,80,Customer,High,Rep A,2025-04-23
553,Deborah Hall,Gross-Patel,loganramirez@gmail.com,457.147.2747x931,Email Campaign,EdTech,62,SQL,Mid,Rep D,2025-06-27
554,Sabrina Fernandez,Jones-Wright,rhunt@gmail.com,001-155-423-7399x7704,LinkedIn DMs,HRTech,30,MQL,Mid,Rep C,2025-06-07
555,Ronnie Rogers,"Ferguson, Gutierrez and Robinson",edwardrichardson@gmail.com,(328)775-5484x0042,LinkedIn DMs,SaaS,55,MQL,Mid,Rep C,2025-04-09
556,Vanessa Patton,"Ray, Garza and Meyer",arussell@gmail.com,+1-966-679-3992x78360,Website Form,Healthcare,16,Lead,Low,Rep D,2025-06-26
557,Sarah Snyder,"Harper, Klein and Bradley",porterrebecca@hunt.com,101.362.4083x19526,Email Campaign,FinTech,12,Lead,Low,Rep C,2025-04-28
558,Karen Golden,Jenkins-Mcclure,shariherman@johnson-torres.biz,884.880.5954x742,Email Campaign,FinTech,17,Lead,Low,Rep D,2025-04-03
559,Joseph Hudson,Walker and Sons,schmittmichelle@hotmail.com,388-013-7249x2884,Webinar,Healthcare,16,Lead,Low,Rep A,2025-06-22
560,Oscar Armstrong,"Carrillo, Stewart and Walker",courtneyedwards@gmail.com,(207)215-9805,Website Form,FinTech,12,Lead,Low,Rep A,2025-05-10
561,Thomas Hernandez,Pearson-Hall,kimberlydaniel@marshall.com,(840)964-2938x5550,Webinar,E-commerce,8,Lead,Low,Rep A,2025-05-15
562,Chelsea Deleon,Johnson Ltd,laurieevans@hartman.biz,085-570-4193,Facebook Ads,HRTech,84,Customer,High,Rep B,2025-05-12
563,Robert Keith,Rowland-Brooks,hickshunter@rodriguez-lambert.com,001-950-102-3232x1399,Referral,SaaS,3,Lead,Low,Rep D,2025-06-03
564,Tammy Fernandez,"Shannon, Campbell and Lopez",barry21@adams.biz,019-953-2105,Referral,SaaS,16,Lead,Low,Rep A,2025-06-01
565,Martin Cooke,Li Ltd,sarah35@joseph.com,001-199-798-1763x019,Website Form,HRTech,30,MQL,Low,Rep A,2025-06-21
566,Sarah Potter,Bailey and Sons,dvazquez@contreras.com,882-064-5620x0983,Website Form,E-commerce,23,Lead,Low,Rep A,2025-06-03
567,Johnny Hamilton,Thomas-Norris,oanderson@warner.com,(567)916-7127x9440,Email Campaign,E-commerce,92,Customer,High,Rep C,2025-04-12
568,Gregory Ray,Morris and Sons,kylemccoy@shaffer-ellis.com,6868878619,Referral,FinTech,5,Lead,Low,Rep A,2025-04-20
569,Samantha Dawson,Fuentes and Sons,brandon02@yahoo.com,001-166-845-0156x22584,Facebook Ads,E-commerce,84,Customer,High,Rep C,2025-05-23
570,Peter Russell,Cook-Newman,sdunn@daugherty-peterson.biz,971-729-1269x8153,LinkedIn DMs,E-commerce,65,SQL,Mid,Rep A,2025-04-24
571,Zachary Perez,"Evans, Clark and Carr",gguzman@pearson.com,001-085-205-6459x80344,Website Form,EdTech,30,MQL,Mid,Rep C,2025-04-08
572,Robert Kim,"Jensen, Diaz and Silva",holly95@gmail.com,449-209-5455x491,LinkedIn DMs,EdTech,21,Lead,Low,Rep C,2025-04-20
573,Christine Davenport,Oneal-Hudson,rebecca22@hotmail.com,299.587.4279,Website Form,FinTech,84,Customer,High,Rep B,2025-06-22
574,Natalie Smith,Gilbert-Flores,bradleykylie@yahoo.com,864.163.8828x105,Referral,Healthcare,70,SQL,High,Rep A,2025-06-11
575,Olivia Bailey,Garcia PLC,gmoore@gmail.com,(655)636-3004x33590,Referral,HRTech,22,Lead,Low,Rep B,2025-04-10
576,Rodney Smith,"Huang, Diaz and Lucero",fbradley@yahoo.com,(735)928-3962x5774,Facebook Ads,FinTech,82,Customer,High,Rep D,2025-06-09
577,James Aguirre,Knapp-Cox,rachel64@gmail.com,(336)558-6171x1069,Facebook Ads,Healthcare,72,SQL,Mid,Rep D,2025-06-21
578,Kenneth Greene,"Mcclure, White and Snow",jeremycampbell@yahoo.com,+1-285-156-2837x947,Webinar,FinTech,32,MQL,Low,Rep B,2025-05-16
579,Andrea Doyle,Lyons Group,brownterry@hahn.com,(345)035-8165x498,Webinar,FinTech,33,MQL,Low,Rep A,2025-06-02
580,Amy Byrd,Dixon LLC,angela76@gmail.com,576.460.3632x42866,Email Campaign,SaaS,16,Lead,Low,Rep B,2025-04-20
581,Brett Howell,"Thomas, Bryant and Ortiz",obarnes@hotmail.com,6072772365,Webinar,HRTech,76,SQL,Mid,Rep C,2025-06-11
582,Benjamin Green,"Reynolds, Gomez and Pham",butleranthony@gmail.com,(612)349-4572,Website Form,EdTech,38,MQL,Mid,Rep C,2025-04-28
583,Linda Miller,Nelson-Robbins,zdavis@fields.com,+1-781-833-8070x3315,Facebook Ads,E-commerce,98,Customer,High,Rep A,2025-05-11
584,Tracy Smith,Summers Ltd,christopher83@rhodes.com,989-569-1103x0897,Email Campaign,E-commerce,14,Lead,Low,Rep D,2025-06-26
585,James Peters,"Gallagher, Fitzpatrick and Brown",connor61@yahoo.com,(130)635-4853x9610,Email Campaign,EdTech,36,MQL,Mid,Rep D,2025-05-01
586,Rachel Robertson,Edwards Ltd,wendy98@hotmail.com,001-758-402-4938x713,Email Campaign,SaaS,97,Customer,High,Rep A,2025-05-25
587,Olivia Ellis,"Hall, Caldwell and Avila",matthew89@gmail.com,730-199-5261x45782,Website Form,FinTech,23,Lead,Low,Rep A,2025-06-22
588,Nicholas Morales,Hamilton Inc,taylorsabrina@yahoo.com,799.631.7333,Email Campaign,E-commerce,66,SQL,High,Rep D,2025-06-26
589,Heather Pierce,Foster Ltd,uwilliams@hotmail.com,1503431629,Facebook Ads,E-commerce,85,Customer,High,Rep B,2025-04-20
590,Frank Lopez,Green and Sons,susan12@preston.info,921-386-0682x8972,Email Campaign,EdTech,2,Lead,Low,Rep A,2025-06-18
591,Kayla Johnson,Wood-Collins,pamelalowe@gmail.com,690.700.9608x9674,Website Form,FinTech,91,Customer,High,Rep D,2025-04-28
592,Thomas Riggs,"Mack, Ramirez and Benton",russellemily@yahoo.com,+1-633-606-1013x2312,Facebook Ads,FinTech,73,SQL,Mid,Rep B,2025-04-21
593,Steve Crawford,Gordon-Alexander,jenkinstiffany@cooper.com,(062)895-8042,Email Campaign,Healthcare,65,SQL,Mid,Rep A,2025-05-01
594,Kristen Cervantes,Fuller Ltd,brendajones@gmail.com,367-858-7334x6676,Facebook Ads,E-commerce,75,SQL,Mid,Rep D,2025-06-13
595,Carl Clark,Singh and Sons,allenwilliam@yahoo.com,464.385.0882x5704,Webinar,HRTech,67,SQL,High,Rep C,2025-04-28
596,Nicole Norman,Martin-Sanchez,george09@yahoo.com,805.479.4898,LinkedIn DMs,EdTech,52,MQL,Low,Rep D,2025-04-25
597,Bryan Hodges,Carson-Lozano,trichardson@cooke.org,+1-567-600-4270,Email Campaign,EdTech,62,SQL,Mid,Rep C,2025-05-30
598,Lindsey Jenkins,Carter-Mckenzie,evelynrobinson@hotmail.com,+1-053-634-7167x8047,Facebook Ads,SaaS,23,Lead,Low,Rep D,2025-06-05
599,Victoria Brown,"Jennings, Park and Wright",nathanlopez@carpenter-mitchell.com,+1-745-921-8931,Facebook Ads,HRTech,26,Lead,Low,Rep D,2025-06-17
600,Hannah Oneal,Miranda-Ross,rjones@gmail.com,(571)417-8741x0566,Webinar,EdTech,68,SQL,Mid,Rep A,2025-04-21
601,Jennifer Thompson,Henderson-Frederick,sheilapeterson@vega.biz,357-866-6736x03211,Facebook Ads,E-commerce,82,Customer,High,Rep C,2025-06-03
602,Carol Morris,Miller-Hobbs,rachel18@hotmail.com,(199)683-2762x890,Website Form,EdTech,55,MQL,Low,Rep B,2025-05-22
603,Daniel Rodriguez,Vargas-Smith,jeremiahlawson@hill.com,(722)437-5811,Referral,EdTech,6,Lead,Low,Rep C,2025-05-14
604,Kenneth Ellison,"Franco, Mathis and Griffin",chad47@owens-wilson.com,593-809-6278,Webinar,HRTech,35,MQL,Low,Rep D,2025-06-14
605,Richard Davis,"Berry, Knight and Hansen",benjamin26@hotmail.com,001-083-588-9743x540,Facebook Ads,HRTech,22,Lead,Low,Rep A,2025-06-24
606,Patricia Bauer,"Roberts, Boone and Evans",sandra28@yahoo.com,(756)753-8668x8145,Webinar,EdTech,43,MQL,Mid,Rep C,2025-06-04
607,Kevin Anderson,Velasquez-Mercer,tracylopez@stuart.com,8194448902,Referral,EdTech,15,Lead,Low,Rep D,2025-04-05
608,Brenda Mcdonald,Bishop-Rodriguez,stewartveronica@patterson.net,001-296-120-5287x00190,LinkedIn DMs,SaaS,86,Customer,High,Rep A,2025-05-09
609,Dustin Cuevas,Hernandez-Frey,michaelhernandez@robinson-perry.com,+1-206-654-5667x037,Referral,E-commerce,60,SQL,High,Rep D,2025-04-07
610,Austin Williams,Bonilla-Suarez,jesus88@hotmail.com,(578)437-1171,Webinar,SaaS,12,Lead,Low,Rep A,2025-06-23
611,Sheri Hawkins,"Day, Williamson and Watts",masontony@yahoo.com,158.918.6239x37840,Email Campaign,HRTech,49,MQL,Mid,Rep A,2025-05-21
612,Andrea Cox,Cooper Group,smithbrandon@green.com,001-406-568-5900,Webinar,Healthcare,42,MQL,Low,Rep B,2025-04-21
613,Tammy Oneal,Gamble-Liu,lbradford@gmail.com,2742378376,Facebook Ads,EdTech,38,MQL,Low,Rep A,2025-04-16
614,Ashley Dillon,Ruiz-Key,vjennings@ware-mckee.com,+1-266-923-6201x342,Webinar,FinTech,82,Customer,High,Rep C,2025-06-26
615,Mike Fuentes,Perez-Thomas,virginiarodriguez@hotmail.com,3196885359,Email Campaign,E-commerce,45,MQL,Mid,Rep D,2025-04-09
616,Gregory Wagner,"Patterson, Jimenez and Tanner",hwarren@hotmail.com,245.919.8781x33917,LinkedIn DMs,FinTech,35,MQL,Low,Rep B,2025-04-17
617,Carlos Stone,"Farmer, Montgomery and Padilla",kevin38@yahoo.com,5544054755,Facebook Ads,FinTech,30,MQL,Mid,Rep C,2025-04-21
618,William Mccall,Downs-Harvey,hoganeric@hotmail.com,991-410-7178x7896,Webinar,HRTech,88,Customer,High,Rep C,2025-05-21
619,Nancy Barker,Smith LLC,tyler42@yahoo.com,(373)732-6953x724,Email Campaign,SaaS,30,MQL,Low,Rep B,2025-05-03
620,Travis Cummings,Martin and Sons,shari43@yahoo.com,+1-200-912-5853x402,Referral,Healthcare,78,SQL,High,Rep C,2025-05-31
621,Mr. Thomas Gomez,"Cowan, Mccarthy and Kennedy",austin37@yahoo.com,+1-967-826-3769,Email Campaign,EdTech,6,Lead,Low,Rep B,2025-04-15
622,Benjamin Rivera,"Soto, Lucas and Rodriguez",elizabeth79@downs-murphy.com,594-906-0356,Facebook Ads,FinTech,67,SQL,High,Rep A,2025-06-03
623,Candace Levine,Jones-Douglas,hintoncarol@drake-mcpherson.org,+1-537-281-7740x8988,Email Campaign,FinTech,80,Customer,High,Rep B,2025-05-03
624,Jeremy Douglas,Bowers Ltd,joan45@brown.org,288.367.0097x41886,Website Form,FinTech,7,Lead,Low,Rep A,2025-05-26
625,Patricia Mcdaniel,"Frey, Henry and Gomez",omorrow@lee.com,861.658.4130x0932,Email Campaign,FinTech,52,MQL,Mid,Rep D,2025-04-18
626,Eduardo Thompson,Curtis-Freeman,ldeleon@torres.com,296.380.2649x28031,Webinar,HRTech,14,Lead,Low,Rep C,2025-05-06
627,Steve Jackson,Stewart-Logan,lford@brewer.biz,681.230.5325,Webinar,SaaS,73,SQL,High,Rep C,2025-04-16
628,Andrew Reid,"Fowler, Oneal and Hardin",castilloalicia@sandoval.com,(124)365-2101,Referral,Healthcare,15,Lead,Low,Rep B,2025-04-06
629,Mark Cook,Swanson Ltd,chapmanbarbara@franklin.info,580-851-1150,Facebook Ads,E-commerce,21,Lead,Low,Rep A,2025-06-06
630,Ashley Mckenzie,"Nash, Brown and Jones",vwaters@hinton.biz,039.097.3807x991,Referral,FinTech,35,MQL,Low,Rep A,2025-04-30
631,Cynthia Pruitt,Burke Inc,daniel14@yahoo.com,001-881-756-1095x834,Website Form,FinTech,66,SQL,Mid,Rep D,2025-05-25
632,Gina Carlson,Mcdonald and Sons,kevindillon@hotmail.com,+1-052-334-7509x178,LinkedIn DMs,E-commerce,91,Customer,High,Rep C,2025-04-21
633,Javier Sellers,Conrad-Nelson,allison58@jones.info,707-757-6627,Website Form,E-commerce,2,Lead,Low,Rep B,2025-04-09
634,Robert Price,Mitchell Inc,kennedysamantha@bailey.net,597-800-7861,Referral,FinTech,35,MQL,Mid,Rep A,2025-07-01
635,Lisa Brown,"Stewart, Green and Owens",franciskenneth@hotmail.com,444-394-4692,Facebook Ads,EdTech,82,Customer,High,Rep C,2025-05-11
636,Jason Robinson,Davis-Oconnell,amandamclean@ramirez.org,+1-415-529-9277x7713,Facebook Ads,SaaS,78,SQL,Mid,Rep A,2025-05-08
637,Lisa Wilcox,Wilson-Pacheco,millerdan@short.info,718.797.8929x30907,Email Campaign,E-commerce,20,Lead,Low,Rep B,2025-05-18
638,Francisco Evans,Obrien Inc,cynthiajohnson@yahoo.com,(660)506-8902x55288,Website Form,SaaS,82,Customer,High,Rep C,2025-06-16
639,Jordan Stevens,"Baker, Ramos and Smith",thompsonjoseph@jenkins.com,723.797.3090x5330,Facebook Ads,EdTech,10,Lead,Low,Rep B,2025-04-14
640,Caitlin Martinez,"Mcgrath, Campbell and Smith",brandon31@gmail.com,001-744-715-6503x71500,LinkedIn DMs,Healthcare,25,Lead,Low,Rep B,2025-05-20
641,Jose Vance,Graham and Sons,thomasdrew@lozano.biz,(076)795-7571,LinkedIn DMs,Healthcare,66,SQL,High,Rep B,2025-06-12
642,Jessica Greene,Taylor-Smith,datkinson@coleman.info,001-949-231-5110x817,Webinar,FinTech,25,Lead,Low,Rep B,2025-05-22
643,Zachary Rivera,Jones-Montgomery,hcoleman@mercer-ward.net,883-760-6171,LinkedIn DMs,EdTech,54,MQL,Mid,Rep B,2025-04-15
644,Gloria Brown,Cooper-Baker,langtimothy@moore.com,+1-344-434-0288,Facebook Ads,EdTech,33,MQL,Mid,Rep B,2025-05-05
645,Sarah Watkins,Brown Group,freemanmaria@yahoo.com,001-357-903-8186x8320,Website Form,EdTech,36,MQL,Low,Rep C,2025-04-03
646,Nicholas Spencer,"Long, Barron and Hall",martineztamara@richards.com,(497)619-3487,Email Campaign,E-commerce,95,Customer,High,Rep B,2025-05-19
647,Jane Davis,Johnson PLC,josegonzalez@gmail.com,718-265-2271x06846,Email Campaign,Healthcare,14,Lead,Low,Rep B,2025-05-14
648,Stacey Howard,Diaz-Wright,danaguerra@hotmail.com,037-497-3645,Webinar,SaaS,65,SQL,Mid,Rep D,2025-05-13
649,Benjamin Colon DDS,Franklin-Daniel,tbowman@gmail.com,572-131-9139x68390,Facebook Ads,FinTech,80,Customer,High,Rep B,2025-04-19
650,Kathryn Ray,Tucker-Thompson,fpatrick@jones.com,668.949.4927,LinkedIn DMs,FinTech,54,MQL,Mid,Rep D,2025-05-27
651,John Ramirez,Lopez-Bernard,kwilson@yahoo.com,(496)847-2760x412,Email Campaign,SaaS,52,MQL,Low,Rep D,2025-06-29
652,Karen Rodriguez,Cruz PLC,kyle83@hotmail.com,(324)700-4295x5471,Facebook Ads,SaaS,3,Lead,Low,Rep B,2025-04-19
653,Jeremy Krause,Reyes Inc,lconner@thomas-montgomery.org,767.532.9998x3918,Webinar,Healthcare,99,Customer,High,Rep B,2025-05-19
654,Gina Berry,Shaw-Turner,william46@fleming-tanner.com,880-346-7006,Email Campaign,FinTech,41,MQL,Mid,Rep A,2025-04-13
655,Lindsay Fernandez,Henry-Dixon,asanchez@gonzales.net,(261)634-0546,LinkedIn DMs,SaaS,6,Lead,Low,Rep D,2025-04-30
656,Valerie Branch,"Smith, Rodriguez and Reed",bruce01@diaz-johnson.org,+1-357-814-1277x01533,LinkedIn DMs,HRTech,25,Lead,Low,Rep A,2025-06-27
657,Linda Taylor,"Allen, Willis and Wheeler",waynemartinez@rios.com,+1-007-432-6284x3237,Referral,HRTech,13,Lead,Low,Rep A,2025-05-10
658,Nicholas Jefferson,Bennett-Burch,rebecca47@gmail.com,(264)728-3334,LinkedIn DMs,SaaS,98,Customer,High,Rep D,2025-06-14
659,Mark Williams,"Chambers, White and Hernandez",nicholas75@hotmail.com,441.730.9818,Website Form,SaaS,8,Lead,Low,Rep C,2025-06-14
660,Patrick Mckinney,Roberts Ltd,daniel29@zavala-kelly.org,522.883.2093x9749,Referral,SaaS,21,Lead,Low,Rep D,2025-05-26
661,Alexander Mccormick,Carr Group,fferguson@yahoo.com,(549)444-4297x372,LinkedIn DMs,Healthcare,98,Customer,High,Rep C,2025-05-14
662,Carla Hall,Patel-Harris,veronica73@yahoo.com,+1-513-931-1653,Webinar,HRTech,68,SQL,High,Rep D,2025-04-14
663,Thomas King,Neal-Gilbert,mary05@yahoo.com,715-918-3333,Referral,Healthcare,25,Lead,Low,Rep D,2025-05-08
664,Raymond Valdez,Rogers-Martinez,daniel03@hotmail.com,113-732-0220x173,Website Form,SaaS,79,SQL,Mid,Rep A,2025-06-21
665,Carrie Martinez,Hampton-Williams,jsoto@hotmail.com,001-663-070-9964x8863,LinkedIn DMs,FinTech,68,SQL,Mid,Rep D,2025-07-01
666,Lisa Wyatt,Finley-Castro,colleenjuarez@harrington.com,+1-849-383-5093x275,Referral,FinTech,45,MQL,Mid,Rep C,2025-04-21
667,Nathan Obrien,"Garner, Lee and Mcdaniel",terrychristopher@swanson.biz,332-396-9118x66411,Referral,SaaS,60,SQL,High,Rep B,2025-05-05
668,Paul Carter,"Rowe, Short and Glass",jamesperry@yahoo.com,+1-782-690-0800x470,Email Campaign,SaaS,12,Lead,Low,Rep A,2025-04-22
669,Jason Newton,"Gordon, Valencia and Torres",harrisvalerie@stevens.com,(388)893-1290x442,LinkedIn DMs,EdTech,32,MQL,Mid,Rep C,2025-05-21
670,Sabrina Allen,Martinez-Johnson,beckchristy@hernandez-mcneil.net,+1-382-121-0151x060,Webinar,Healthcare,96,Customer,High,Rep B,2025-06-24
671,Katherine Robertson,"Olson, Johnson and Hurley",perkinsemily@bass-sullivan.biz,+1-310-094-5319x42236,Webinar,EdTech,92,Customer,High,Rep D,2025-05-04
672,Cynthia Kennedy,Oneal-Olson,alexander62@perez.info,(094)448-3174x936,Webinar,SaaS,13,Lead,Low,Rep C,2025-04-03
673,Angel Miller,"Hunt, Shah and Logan",jillhouse@gmail.com,225.758.4836x391,Referral,E-commerce,31,MQL,Mid,Rep D,2025-05-16
674,Ashley Lewis,"Mendez, Gardner and Smith",ipeters@gmail.com,+1-335-862-3422x34226,Referral,Healthcare,78,SQL,High,Rep D,2025-05-02
675,Bryan Fields,Lee Inc,ycarson@yahoo.com,001-776-061-2517x43421,Email Campaign,E-commerce,20,Lead,Low,Rep A,2025-04-05
676,Cynthia Williamson,"Frederick, Stephenson and Wolfe",janetgraham@green-reynolds.net,2687485117,LinkedIn DMs,E-commerce,18,Lead,Low,Rep B,2025-06-22
677,Mary Holder,"Simmons, Hernandez and Vasquez",kristen97@yahoo.com,(469)265-9028x27746,Email Campaign,HRTech,93,Customer,High,Rep A,2025-06-01
678,Diana Espinoza,Rivera LLC,sgray@yahoo.com,820.013.7683x528,Email Campaign,EdTech,60,SQL,Mid,Rep C,2025-04-10
679,Carl Baker,Fry Group,stephanieedwards@gmail.com,+1-705-726-7798x3002,Email Campaign,FinTech,63,SQL,Mid,Rep A,2025-06-12
680,Cheryl Adams,Williams Group,bowendana@gmail.com,532-388-4099,Facebook Ads,Healthcare,6,Lead,Low,Rep A,2025-05-05
681,Adam Solis,Washington PLC,cruzchad@diaz.biz,(764)629-0651x6512,Webinar,FinTech,32,MQL,Low,Rep C,2025-05-11
682,Sean Sloan,Olson LLC,hartmandavid@young.info,001-870-009-8545x06935,Website Form,Healthcare,93,Customer,High,Rep C,2025-06-02
683,David Clark,"Wilson, Lee and Nguyen",taradelgado@yahoo.com,6203760207,Email Campaign,HRTech,43,MQL,Low,Rep C,2025-04-06
684,John Mccullough,Wilcox-Williams,pdavenport@graham-cole.org,4660055931,Website Form,SaaS,2,Lead,Low,Rep B,2025-05-29
685,Laura Lopez,Adams-Mckinney,nmiller@lopez.info,+1-826-225-5574x194,Website Form,HRTech,60,SQL,Mid,Rep C,2025-06-11
686,Mark Charles,"Schultz, Salazar and Hamilton",robertbaker@brewer.com,(931)333-6345x28043,Email Campaign,Healthcare,23,Lead,Low,Rep C,2025-04-21
687,Peter Scott,Olsen-Bowers,rturner@lozano-gibbs.com,+1-868-159-1567x4079,Referral,E-commerce,83,Customer,High,Rep A,2025-04-27
688,Jessica Benson,"Spence, Johnson and Smith",mauricefoley@johnson-horton.net,001-224-897-1470x6759,Referral,HRTech,31,MQL,Mid,Rep B,2025-05-11
689,Amanda Patton,Rowe Ltd,meaganshelton@hayes.biz,704-860-1656x1246,LinkedIn DMs,FinTech,5,Lead,Low,Rep B,2025-05-12
690,Jason Perkins,Taylor LLC,iconner@hardy.com,228-474-6978x513,Referral,FinTech,83,Customer,High,Rep D,2025-05-13
691,Angela Hill,"Johnson, Hill and Gross",gina00@little.com,+1-171-411-2129x058,Website Form,E-commerce,34,MQL,Low,Rep C,2025-05-21
692,Kathy Jones,Huber Ltd,xmccoy@clark.com,001-460-781-8295,Email Campaign,FinTech,10,Lead,Low,Rep D,2025-06-28
693,Ashley Lawrence,Stephens LLC,gabrielgilbert@lynn.com,115.479.7049,Website Form,E-commerce,89,Customer,High,Rep B,2025-06-13
694,Laura Ferguson,"Everett, Gay and Miller",grayaustin@aguilar.com,001-284-512-9938x78843,Referral,E-commerce,2,Lead,Low,Rep A,2025-04-10
695,Eduardo Hurst,Mccarty-Rose,gregory30@gmail.com,001-201-887-0698,Email Campaign,FinTech,11,Lead,Low,Rep B,2025-04-22
696,Kenneth Cervantes,Miller Group,millerrobert@giles.com,(819)750-7721,Email Campaign,HRTech,50,MQL,Mid,Rep A,2025-05-21
